timestamp,metadata.location,metadata.sensorId,temperature.celcius,_id
2025-01-07T08:54:00.000Z,3P_2HP,TEMPERATURE001,24.9015,677ceba6bafc1a5dacbd4c3f
2025-01-07T08:54:00.000Z,3P_2HP,TEMPERATURE001,25.1441,677ceba7bafc1a5dacbd4c42
2025-01-07T08:54:00.000Z,3P_2HP,TEMPERATURE001,25.0442,677ceba6bafc1a5dacbd4c39
2025-01-07T08:54:00.000Z,3P_2HP,TEMPERATURE001,25.045,677ceba6bafc1a5dacbd4c3c
2025-01-07T08:54:00.000Z,3P_2HP,TEMPERATURE001,24.9995,677ceba6bafc1a5dacbd4c36
2025-01-07T08:54:00.000Z,3P_2HP,TEMPERATURE001,25.1399,677ceba6bafc1a5dacbd4c33
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,25.0024,677ceba7bafc1a5dacbd4c5a
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,25.091,677ceba8bafc1a5dacbd4c6c
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,24.9949,677ceba8bafc1a5dacbd4c69
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,24.9906,677ceba7bafc1a5dacbd4c66
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,24.9945,677ceba7bafc1a5dacbd4c63
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,25.0223,677ceba7bafc1a5dacbd4c60
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,24.9365,677ceba7bafc1a5dacbd4c5d
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,25.0151,677ceba7bafc1a5dacbd4c57
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,24.9452,677ceba7bafc1a5dacbd4c54
2025-01-07T08:54:01.000Z,3P_2HP,TEMPERATURE001,24.9528,677ceba7bafc1a5dacbd4c51
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,25.0634,677ceba8bafc1a5dacbd4c81
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,24.9682,677ceba8bafc1a5dacbd4c87
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,24.9934,677ceba8bafc1a5dacbd4c84
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,25.1912,677ceba9bafc1a5dacbd4c8a
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,24.9993,677ceba8bafc1a5dacbd4c6f
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,25.0267,677ceba8bafc1a5dacbd4c7b
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,25.0703,677ceba8bafc1a5dacbd4c78
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,24.9903,677ceba8bafc1a5dacbd4c75
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,24.9486,677ceba8bafc1a5dacbd4c72
2025-01-07T08:54:02.000Z,3P_2HP,TEMPERATURE001,25.0388,677ceba8bafc1a5dacbd4c7e
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,25.1237,677cebaabafc1a5dacbd4ca5
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,24.9573,677cebaabafc1a5dacbd4ca8
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,25.0723,677cebaabafc1a5dacbd4ca2
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,24.9914,677ceba9bafc1a5dacbd4c99
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,25.0094,677ceba9bafc1a5dacbd4c96
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,24.9443,677ceba9bafc1a5dacbd4c9f
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,25.0326,677ceba9bafc1a5dacbd4c93
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,24.9337,677ceba9bafc1a5dacbd4c90
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,24.8612,677ceba9bafc1a5dacbd4c8d
2025-01-07T08:54:03.000Z,3P_2HP,TEMPERATURE001,24.949,677ceba9bafc1a5dacbd4c9c
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,24.9439,677cebaabafc1a5dacbd4cba
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,24.9622,677cebaabafc1a5dacbd4cc6
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,24.9977,677cebaabafc1a5dacbd4cc0
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,24.9868,677cebaabafc1a5dacbd4cbd
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,25.026,677cebaabafc1a5dacbd4cb7
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,25.0419,677cebaabafc1a5dacbd4cc3
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,25.0434,677cebaabafc1a5dacbd4cb1
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,25.0786,677cebaabafc1a5dacbd4cb4
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,25.0709,677cebaabafc1a5dacbd4cae
2025-01-07T08:54:04.000Z,3P_2HP,TEMPERATURE001,24.9871,677cebaabafc1a5dacbd4cab
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,25.0369,677cebabbafc1a5dacbd4ccf
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,25.0246,677cebacbafc1a5dacbd4ce4
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,24.9838,677cebabbafc1a5dacbd4ce1
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,25.0923,677cebabbafc1a5dacbd4cde
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,24.9772,677cebabbafc1a5dacbd4cdb
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,25.2337,677cebabbafc1a5dacbd4cd5
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,25.0238,677cebabbafc1a5dacbd4cd8
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,24.9899,677cebabbafc1a5dacbd4cd2
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,24.8986,677cebabbafc1a5dacbd4ccc
2025-01-07T08:54:05.000Z,3P_2HP,TEMPERATURE001,24.947,677cebabbafc1a5dacbd4cc9
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,25.0011,677cebacbafc1a5dacbd4cfc
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.9361,677cebadbafc1a5dacbd4d05
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.9698,677cebadbafc1a5dacbd4d02
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.8941,677cebacbafc1a5dacbd4cff
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,25.0436,677cebacbafc1a5dacbd4cf9
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.9646,677cebacbafc1a5dacbd4cf6
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.8602,677cebacbafc1a5dacbd4cf0
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.9679,677cebacbafc1a5dacbd4cf3
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,25.0681,677cebacbafc1a5dacbd4cea
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.9522,677cebacbafc1a5dacbd4ced
2025-01-07T08:54:06.000Z,3P_2HP,TEMPERATURE001,24.9796,677cebacbafc1a5dacbd4ce7
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.0029,677cebadbafc1a5dacbd4d08
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.1475,677cebadbafc1a5dacbd4d20
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.0108,677cebadbafc1a5dacbd4d1d
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.1246,677cebadbafc1a5dacbd4d1a
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.0116,677cebadbafc1a5dacbd4d14
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,24.8096,677cebadbafc1a5dacbd4d17
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.1212,677cebadbafc1a5dacbd4d11
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.0644,677cebadbafc1a5dacbd4d0e
2025-01-07T08:54:07.000Z,3P_2HP,TEMPERATURE001,25.0625,677cebadbafc1a5dacbd4d0b
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,25.072,677cebafbafc1a5dacbd4d3e
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,24.8589,677cebaebafc1a5dacbd4d38
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,25.1064,677cebaebafc1a5dacbd4d3b
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,24.8496,677cebaebafc1a5dacbd4d35
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,24.9029,677cebaebafc1a5dacbd4d2f
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,24.9574,677cebaebafc1a5dacbd4d23
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,25.1326,677cebaebafc1a5dacbd4d29
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,24.909,677cebaebafc1a5dacbd4d26
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,25.0571,677cebaebafc1a5dacbd4d32
2025-01-07T08:54:08.000Z,3P_2HP,TEMPERATURE001,25.0719,677cebaebafc1a5dacbd4d2c
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,24.9645,677cebafbafc1a5dacbd4d4d
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,24.9811,677cebb0bafc1a5dacbd4d59
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,25.007,677cebb0bafc1a5dacbd4d5c
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,24.9777,677cebafbafc1a5dacbd4d56
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,24.9785,677cebafbafc1a5dacbd4d53
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,24.8534,677cebafbafc1a5dacbd4d4a
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,25.1072,677cebafbafc1a5dacbd4d50
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,25.0677,677cebafbafc1a5dacbd4d47
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,25.1798,677cebafbafc1a5dacbd4d44
2025-01-07T08:54:09.000Z,3P_2HP,TEMPERATURE001,25.1085,677cebafbafc1a5dacbd4d41
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,24.9655,677cebb0bafc1a5dacbd4d5f
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,25.0385,677cebb1bafc1a5dacbd4d7a
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,25.205,677cebb0bafc1a5dacbd4d77
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,24.9661,677cebb0bafc1a5dacbd4d74
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,25.0658,677cebb0bafc1a5dacbd4d71
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,24.9748,677cebb0bafc1a5dacbd4d6e
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,24.8091,677cebb0bafc1a5dacbd4d6b
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,24.9308,677cebb0bafc1a5dacbd4d68
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,25.0612,677cebb0bafc1a5dacbd4d65
2025-01-07T08:54:10.000Z,3P_2HP,TEMPERATURE001,25.0782,677cebb0bafc1a5dacbd4d62
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.0055,677cebb1bafc1a5dacbd4d80
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.0753,677cebb1bafc1a5dacbd4d98
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.1068,677cebb1bafc1a5dacbd4d95
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.104,677cebb1bafc1a5dacbd4d92
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.0417,677cebb1bafc1a5dacbd4d8f
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,24.9403,677cebb1bafc1a5dacbd4d89
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.0738,677cebb1bafc1a5dacbd4d8c
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,24.887,677cebb1bafc1a5dacbd4d7d
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.178,677cebb1bafc1a5dacbd4d86
2025-01-07T08:54:11.000Z,3P_2HP,TEMPERATURE001,25.1273,677cebb1bafc1a5dacbd4d83
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,24.819,677cebb2bafc1a5dacbd4d9e
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,24.962,677cebb2bafc1a5dacbd4da1
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,25.089,677cebb2bafc1a5dacbd4da4
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,25.0974,677cebb2bafc1a5dacbd4da7
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,25.0111,677cebb3bafc1a5dacbd4daa
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,25.0014,677cebb3bafc1a5dacbd4dad
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,24.9696,677cebb3bafc1a5dacbd4db0
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,25.0771,677cebb3bafc1a5dacbd4db6
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,25.0795,677cebb3bafc1a5dacbd4db3
2025-01-07T08:54:12.000Z,3P_2HP,TEMPERATURE001,25.1315,677cebb2bafc1a5dacbd4d9b
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,24.8784,677cebb3bafc1a5dacbd4dbc
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,25.1039,677cebb4bafc1a5dacbd4dd4
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,24.8239,677cebb4bafc1a5dacbd4dd1
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,24.9677,677cebb4bafc1a5dacbd4dd7
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,25.0248,677cebb3bafc1a5dacbd4dce
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,25.0216,677cebb3bafc1a5dacbd4dcb
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,24.876,677cebb3bafc1a5dacbd4dc5
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,25.0911,677cebb3bafc1a5dacbd4dc8
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,24.9409,677cebb3bafc1a5dacbd4dc2
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,24.9061,677cebb3bafc1a5dacbd4dbf
2025-01-07T08:54:13.000Z,3P_2HP,TEMPERATURE001,24.9228,677cebb3bafc1a5dacbd4db9
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,24.9666,677cebb4bafc1a5dacbd4def
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,24.9982,677cebb4bafc1a5dacbd4df2
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,25.0919,677cebb4bafc1a5dacbd4dec
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,25.0606,677cebb4bafc1a5dacbd4de9
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,25.0476,677cebb4bafc1a5dacbd4de6
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,25.0964,677cebb4bafc1a5dacbd4de3
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,25.0773,677cebb4bafc1a5dacbd4ddd
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,25.027,677cebb4bafc1a5dacbd4dda
2025-01-07T08:54:14.000Z,3P_2HP,TEMPERATURE001,25.055,677cebb4bafc1a5dacbd4de0
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,24.8895,677cebb6bafc1a5dacbd4e04
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,25.0345,677cebb6bafc1a5dacbd4e10
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,25.0451,677cebb6bafc1a5dacbd4e07
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,25.1119,677cebb6bafc1a5dacbd4e0a
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,24.9966,677cebb6bafc1a5dacbd4e0d
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,24.9791,677cebb5bafc1a5dacbd4dfe
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,24.8926,677cebb5bafc1a5dacbd4e01
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,25.0369,677cebb5bafc1a5dacbd4df5
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,24.9528,677cebb5bafc1a5dacbd4df8
2025-01-07T08:54:15.000Z,3P_2HP,TEMPERATURE001,25.0239,677cebb5bafc1a5dacbd4dfb
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,24.8844,677cebb6bafc1a5dacbd4e13
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,24.9279,677cebb7bafc1a5dacbd4e2e
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,25.0541,677cebb7bafc1a5dacbd4e2b
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,24.9559,677cebb6bafc1a5dacbd4e28
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,25.0455,677cebb6bafc1a5dacbd4e1f
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,25.113,677cebb6bafc1a5dacbd4e25
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,24.9732,677cebb6bafc1a5dacbd4e1c
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,25.0422,677cebb6bafc1a5dacbd4e19
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,24.8257,677cebb6bafc1a5dacbd4e22
2025-01-07T08:54:16.000Z,3P_2HP,TEMPERATURE001,24.9579,677cebb6bafc1a5dacbd4e16
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,24.9612,677cebb8bafc1a5dacbd4e4c
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,24.9146,677cebb8bafc1a5dacbd4e49
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,24.965,677cebb7bafc1a5dacbd4e46
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,24.9799,677cebb7bafc1a5dacbd4e43
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,25.0588,677cebb7bafc1a5dacbd4e37
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,24.8601,677cebb7bafc1a5dacbd4e3d
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,24.9878,677cebb7bafc1a5dacbd4e34
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,24.9948,677cebb7bafc1a5dacbd4e31
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,25.0337,677cebb7bafc1a5dacbd4e40
2025-01-07T08:54:17.000Z,3P_2HP,TEMPERATURE001,25.0173,677cebb7bafc1a5dacbd4e3a
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,25.038,677cebb8bafc1a5dacbd4e4f
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,24.9335,677cebb9bafc1a5dacbd4e6a
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,24.9638,677cebb9bafc1a5dacbd4e67
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,25.0474,677cebb8bafc1a5dacbd4e64
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,24.9067,677cebb8bafc1a5dacbd4e61
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,25.0784,677cebb8bafc1a5dacbd4e5e
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,24.9486,677cebb8bafc1a5dacbd4e58
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,25.0311,677cebb8bafc1a5dacbd4e55
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,25.0228,677cebb8bafc1a5dacbd4e52
2025-01-07T08:54:18.000Z,3P_2HP,TEMPERATURE001,25.0013,677cebb8bafc1a5dacbd4e5b
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,24.9294,677cebb9bafc1a5dacbd4e7c
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,25.2001,677cebbabafc1a5dacbd4e88
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,25.0247,677cebbabafc1a5dacbd4e85
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,24.971,677cebbabafc1a5dacbd4e82
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,25.0665,677cebb9bafc1a5dacbd4e7f
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,24.8137,677cebb9bafc1a5dacbd4e79
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,24.7868,677cebb9bafc1a5dacbd4e76
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,24.9787,677cebb9bafc1a5dacbd4e6d
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,24.9302,677cebb9bafc1a5dacbd4e73
2025-01-07T08:54:19.000Z,3P_2HP,TEMPERATURE001,24.8938,677cebb9bafc1a5dacbd4e70
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9993,677cebbabafc1a5dacbd4ea3
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.912,677cebbabafc1a5dacbd4ea6
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9921,677cebbabafc1a5dacbd4ea0
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9671,677cebbabafc1a5dacbd4e9a
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9735,677cebbabafc1a5dacbd4e9d
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9418,677cebbabafc1a5dacbd4e97
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9921,677cebbabafc1a5dacbd4e91
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9806,677cebbabafc1a5dacbd4e8b
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.835,677cebbabafc1a5dacbd4e8e
2025-01-07T08:54:20.000Z,3P_2HP,TEMPERATURE001,24.9963,677cebbabafc1a5dacbd4e94
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,25.0921,677cebbcbafc1a5dacbd4ec4
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,24.9087,677cebbbbafc1a5dacbd4ebb
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,24.9896,677cebbbbafc1a5dacbd4ec1
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,24.8202,677cebbbbafc1a5dacbd4ebe
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,25.0195,677cebbbbafc1a5dacbd4eb8
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,24.8673,677cebbbbafc1a5dacbd4eaf
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,24.9769,677cebbbbafc1a5dacbd4eac
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,24.8455,677cebbbbafc1a5dacbd4ea9
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,24.9467,677cebbbbafc1a5dacbd4eb2
2025-01-07T08:54:21.000Z,3P_2HP,TEMPERATURE001,25.0039,677cebbbbafc1a5dacbd4eb5
2025-01-07T08:54:22.000Z,3P_2HP,TEMPERATURE001,25.1219,677cebbcbafc1a5dacbd4ed6
2025-01-07T08:54:22.000Z,3P_2HP,TEMPERATURE001,24.9984,677cebbcbafc1a5dacbd4ed9
2025-01-07T08:54:22.000Z,3P_2HP,TEMPERATURE001,24.9317,677cebbcbafc1a5dacbd4edc
2025-01-07T08:54:22.000Z,3P_2HP,TEMPERATURE001,25.0236,677cebbcbafc1a5dacbd4ee2
